31,아포과수원낚시터,평지,경상북도 김천시 아포읍 국사리 155-1,,36.1582056,128.2494965,,0.13,잉어,50,고정형,10000,,구명환,식당,,,김천시 축산과,2021-10-14
32,배시네낚시터,평지,경상북도 김천시 아포읍 의리 121-1,,36.1888737,128.2321408,,0.13,잉어,50,고정형,10000,,구명환,식당,,,김천시 축산과,2021-10-14
33,복강유료낚시터,저수지,경상북도 김천시 대항면 복전리 188-2,,36.131298,128.0231607,,0.15,잉어,50,고정형,10000,,구명환,없음,,,김천시 축산과,2021-10-14
34,삼사낚시터,평지,경상북도 영천시 고경면 추곡길 215-12,경상북도 영천시 고경면 용전리 891,35.98685782,129.0239398,054-337-0734,800,붕어+잉어,72,해당없음,"10,000원",,구명조끼+소화기+구급약품,화장실+분리수거통,없음,054-339-7175,경상북도 영천시,2022-06-13
35,강태공낚시터,기타,경상북도 칠곡군 왜관읍 애국동산로 150,경상북도 칠곡군 왜관읍 석전리 455-6,36.004523,128.411958,,492,"붕어,잉어",70,고정형,,,"구명부환 및 구명줄, 소화기, 구급약품","화장실,세면실,쓰레기보관시설",,,경상북도 칠곡군청,2021-10-27
36,신동지낚시터,저수지,경상북도 구미시 인동가산로 590,경상북도 구미시 신동 57,36.09708,128.4749,054-472-4071,20000,붕어+잉어,100,부유형,(일반) 13000원 + (고등학생이하 및 여성) 10000원,,소화기+구면환+구급약품,화장실+쓰레기통,,,경상북도 구미시청,2022-11-28
37,물만난고기,기타,경상북도 구미시 인동중앙로 42,경상북도 구미시 인의동 365-2,36.10867,128.4229,054-471-4809,75.24,메기+송어,20,부유형,"10,000원/일",　,소화기+구급약품,화장실+쓰레기통,,,경상북도 구미시청,2022-11-28
38,다산나정,기타,경상북도 고령군 다산면 나선로 312-27,경상북도 고령군 다산면 나정리 94,35.83044575,128.3995484,,700,"붕어류,잉어류",40,좌대,"10,000원",,구명부환+소화기,"관리사,화장실","노강서원, 성풍세효자비",054-950-7472,고령군,2022-11-29
39,개나리,기타,경상북도 고령군 대가야읍 정정골길 67-39,경상북도 고령군 대가야읍 쾌빈리 556-13,35.741599,128.257505,054-956-4804,1450,"붕어류,잉어류",30,좌대,"20,000원",,구명부환+소화기+구명조끼,"화장실,창고",대가야역사테마관광지,054-950-7472,고령군,2022-11-29
40,역돔낚시터,평지,경상북도 문경시 문경읍 새재로 623,경상북도 문경시 문경읍 진안리 94-3,36.55211,128.232232,,1040,틸리피아,20,고정행,30000,,구명부환+소화기,화장실+쓰레기통,,054-550-6287,문경시,2022-11-29
41,돌다리낚시터,평지,경상북도 문경시 마성면 은성길 173,경상북도 문경시 마성면 하내리 173,36.540228,128.232232,,1500,잉어 외,70,고정형,25000,,구명부환+소화기,화장실+쓰레기통,,054-550-6287,문경시,2022-11-29
42,우지낚시터,평지,경상북도 문경시 갈밭길 7-13,경상북도 문경시 우지동 409,36.540228,128.232232,,3960,메기,50,고정형,20000,,구명부환+소화기,화장실+쓰레기통,,054-550-6287,문경시,2022-11-29
43,암반수낚시터,저수지,경상북도 의성군 다인면 서부로 3018,경상북도 의성군 다인면 덕지리 125-1,36.46624748,128.3384845,,500,송어 등,28,해당사항없음,"12시간당 30,000원",,안전구난장비,"간이화장실, 낚시의자 28개",대곡사,054-830-6573,경상북도 의성군청,2022-10-31
